Tiempo (s),Aceleracion (g)
0.23800000000000002,-0.049460774757647395
0.23900000000000002,-0.0760113625277275
0.24,-0.14727777717385065
0.241,-0.049877021522918535
0.242,0.12220931913326671
0.243,0.1964154656449144
0.244,0.12170565689872372
0.245,-0.012792088414527612
0.246,-0.00029655781371812524
0.247,0.01897563048126234
0.248,-0.21105255846580517
0.249,-0.16613527913924517
0.25,-0.10186245450599812
0.251,0.14292111021297357
0.252,0.17048975259144894
0.253,-0.030541919036606413
0.254,-0.026100034201758604
0.255,-0.013111151248109392
0.256,-0.05737001365903543
0.257,-0.12118200972953709
0.258,0.008565363072819479
0.259,0.1776131184886454
0.26,0.08787402438851057
0.261,0.04601879742247082
0.262,0.03209608051663588
0.263,0.04334496726011715
0.264,-0.01880551762123319
0.265,-0.11364416055344832
0.266,-0.10699193600594176
0.267,0.12436273619091076
0.268,0.0887671154650131
0.269,0.09044434047271313
0.27,-0.05139695557578782
0.271,-0.021391978328316887
0.272,-0.021778866514363344
0.273,-0.1918259193404679
0.274,-0.18562949886727068
0.275,-0.02962349908921841
0.276,0.14722561558679842
0.277,0.13056039393306396
0.278,0.015585242601977654
0.279,0.031868437294340954
0.28,-0.016452285197022208
0.281,-0.037215237626020116
0.28200000000000003,-0.19088321459232765
0.28300000000000003,-0.04744391189974893
0.28400000000000003,0.1148718235291972
0.28500000000000003,0.1840605818728697
0.28600000000000003,-0.05375614555707867
0.28700000000000003,-0.010279775996926987
0.28800000000000003,0.008138737562773926
0.289,-0.0828422739127169
0.29,-0.16140895153802953
0.291,-0.14616182798290178
0.292,0.055003685266124466
0.293,0.2549802058640747
0.294,0.12260208066550829
0.295,0.000727461977577084
0.296,0.06327741545819611
0.297,-0.11249179550619094
0.298,-0.14848575827746008
0.299,-0.20890085234994255
0.3,0.09422423169272467
0.301,0.12315445006891579
0.302,0.0878290479583522
0.303,-0.0005444389512658748
0.304,-0.017411341775385294
0.305,-0.011173761228730473
0.306,-0.018105857245129267
0.307,-0.18214596360625127
0.308,-0.07374069574041765
0.309,0.07669198274665973
0.31,0.07325921545331228
0.311,-0.07258812960340974
0.312,0.050006411535978255
0.313,0.09870630548110118
0.314,-0.0243242575607256
0.315,-0.10610791666561287
0.316,-0.11838136866601634
0.317,0.11854512574551153
0.318,0.1367834903903874
0.319,0.1315585467200893
0.32,-0.0838061981908414
0.321,0.060020152646735686
0.322,0.006627753126304961
0.323,-0.16064841550715528
0.324,-0.16929108745293672
0.325,0.08830032843128804
0.326,0.18145322951376747
0.327,0.1398973331579631
0.328,-0.010355669314388386
0.329,0.002716166050222653
0.33,-0.017620514996466448
0.331,-0.11932885034281668
0.332,-0.17240473132135903
0.333,-0.03947006283433312
0.334,0.06486166058737669
0.335,0.189430484063897
0.336,-0.01492906260413103
0.337,0.024194329527726904
0.338,0.07474775864404615
0.339,-0.010428230240322026
0.34,-0.22711070167710334
0.341,-0.07611553073117476
0.342,0.16563563133976741
0.343,0.22612657239185519
0.34400000000000003,0.07327039083553842
0.34500000000000003,-0.014036479982859758
0.34600000000000003,0.02725497331515122
0.34700000000000003,-0.057502034161136195
0.34800000000000003,-0.17028636628337707
0.34900000000000003,-0.16251696771804572
0.35000000000000003,-0.023766767469351503
0.35100000000000003,0.18046969237469554
0.352,0.15012746993344736
0.353,-0.04056851382150151
0.354,-0.006911980998711467
0.355,0.013248592740791435
0.356,0.007223169479623745
0.357,-0.13650806074726388
0.358,0.03259671789406923
0.359,0.18950210072618384
0.36,0.20264538076595
0.361,0.0006648796818637566
0.362,-0.00032200848523742526
0.363,-0.003831405984433413
0.364,0.07658487417193094
0.365,-0.18543863869153715
0.366,-0.07402514026053525
0.367,0.10880982435216233
0.368,0.14437175554323428
0.369,0.13103429846161727
0.37,-0.03498287316518418
0.371,0.014690461271518332
0.372,0.05230344813605053
0.373,-0.15656912914971033
0.374,-0.14721197876524103
0.375,0.02248720266891891
0.376,0.09096591899488349
0.377,0.14918099902350562
0.378,-0.12399673112224045
0.379,0.00966020617122638
0.38,-0.011415931806537456
0.381,-0.04390480693418222
0.382,-0.19362930061807465
0.383,-0.12211363786108306
0.384,0.05072904268794727
0.385,0.21512464858720182
0.386,0.05390984824844419
0.387,0.02037806791828404
0.388,-0.03268494725986729
0.389,-0.07445851569496534
0.39,-0.1360284552176788
0.391,-0.1634607399825888
0.392,0.03494959738203652
0.393,0.1160134502954065
0.394,0.13089955540416098
0.395,-0.020536522099644742
0.396,-0.025664090627119572
0.397,0.03089686733482254
0.398,-0.10786238639270636
0.399,-0.11424445906215724
0.4,-0.021142547034679476
0.401,0.12241990396936805
0.402,0.11251478627703643
0.403,-0.010549105593092077
0.404,-0.16499880044091916
0.405,0.08081044556894607
0.406,-0.16107230278314505
0.40700000000000003,-0.1066426522986827
0.40800000000000003,-0.013073263775481243
0.40900000000000003,0.15563452831954794
0.41000000000000003,0.19857956379144895
0.41100000000000003,0.0362643147054456
0.41200000000000003,0.03588145202665873
0.41300000000000003,-0.035995843340391784
0.41400000000000003,-0.11585478857140352
0.41500000000000004,-0.1942191738585257
0.41600000000000004,-0.08306085457674756
0.417,0.07630074376852838
0.418,0.09402324528300711
0.419,0.06367048371194739
0.42,0.01731724557971428
0.421,0.05237251247968407
0.422,-0.006749813066420583
0.423,-0.07112048743752133
0.424,-0.17463531979482677
0.425,-0.06343304744234915
0.426,0.10470299818554256
0.427,0.0715731281292042
0.428,-0.007701170343773099
0.429,-0.009947807872788728
0.43,0.023313288296007505
0.431,-0.11167957835932199
0.432,-0.17301026250495882
0.433,-0.09127359775272526
0.434,0.10590030010902765
0.435,0.13960398036785876
0.436,0.031408471038608374
0.437,-0.0029152698134464524
0.438,0.004920871800128282
0.439,-0.11043776702760497
0.44,-0.19149179620362888
0.441,-0.15643683518158247
0.442,0.10714407290064776
0.443,0.14595560014756728
0.444,-0.02158653288261818
0.445,-0.09490370112019422
0.446,-0.0008536103201616067
0.447,-0.02162676194759923
0.448,-0.13962379148266946
0.449,-0.15469813386961287
0.45,0.005941687389608075
0.451,0.13176784460044644
0.452,0.0927556768808007
0.453,0.03957487257669844
0.454,-0.0501232516251569
0.455,0.014779188461514133
0.456,-0.04307253397060432
0.457,-0.1328926583357799
0.458,-0.08905871122144425
0.459,0.07231572758978994
0.46,0.11045058054013605
0.461,0.0512788578407379
0.462,0.04069130402504815
0.463,-0.02007003322852873
0.464,-0.11000805889656796
0.465,-0.09325418096276744
0.466,-0.03939907721525149
0.467,0.05171194220390184
0.468,0.27851959344881455
0.46900000000000003,0.0034988835396475293
0.47000000000000003,-0.051267946390865564
0.47100000000000003,0.051377029514553314
0.47200000000000003,-0.00907787476053169
0.47300000000000003,-0.06324636603622857
0.47400000000000003,-0.15088463426267434
0.47500000000000003,0.036071340738525005
0.47600000000000003,0.09352555981927904
0.47700000000000004,0.20411017077401
0.47800000000000004,0.012992123941595836
0.47900000000000004,0.0016537096101781595
0.48,-0.05443277407169389
0.481,-0.08121442419102307
0.482,-0.137494512095367
0.483,-0.054107462296647445
0.484,0.08873637945723724
0.485,0.14062786794694704
0.486,-0.05289697794293748
0.487,0.007402078316586635
0.488,0.0064864903053728305
0.489,-0.09029881603611713
0.49,-0.2350598474339221
0.491,-0.11408637314963412
0.492,0.05097652835233312
0.493,0.23028479960847645
0.494,-0.0010652367818787534
0.495,-0.05423844470744881
0.496,0.10284742979104279
0.497,0.05676606110695261
0.498,-0.03201309276304269
0.499,-0.11990336004826208
0.5,0.012322415425615336
0.501,0.19605981416926507
0.502,0.16154213176760346
0.503,0.002525515964349705
0.504,-0.034978610611147716
0.505,-0.005323027283250844
0.506,-0.09776470562516897
0.507,-0.23017352879292974
0.508,-0.10909486560363144
0.509,0.08557968995709683
0.51,0.13801663773227132
0.511,-0.030586872713516358
0.512,-0.073779708433792
0.513,-0.02202404137747358
0.514,-0.12288325180212385
0.515,-0.1618317267602287
0.516,-0.015012352752856506
0.517,0.029948251332181
0.518,0.025547016531200006
0.519,0.0368032517029765
0.52,-0.07451073475928943
0.521,0.028414379477623288
0.522,0.02293374137977311
0.523,-0.056778786513154156
0.524,-0.08534409680213248
0.525,0.04365140529729213
0.526,0.14654860307984566
0.527,0.12962928377518187
0.528,0.05442191412983298
0.529,0.014083271478963539
0.53,0.08922559546935149
0.531,-0.06799804011363646
0.532,-0.2524506044459023
0.533,-0.008926567686817127
0.534,0.07985118458247181
0.535,0.16688216555332863
0.536,0.0019905611907128293
0.537,-0.05681001753627013
0.538,0.0490688705310092
0.539,-0.02220951114745266
0.54,-0.08959983585875042
0.541,-0.1556615088469684
0.542,-0.017222959309203006
0.543,0.1806983218582613
0.544,0.08415375840693531
0.545,0.11446718166453446
0.546,0.032059136139477376
0.547,-0.059942225372113675
0.548,0.0070987121457992824
0.549,-0.13742758836253632
0.55,0.024346519182645614
0.551,0.13845652164010866
0.552,0.07779075016038416
0.553,-0.0405140395273126
0.554,0.03926850563439816
0.555,0.10179632559037063
0.556,-0.02206460705522282
0.557,-0.09961039240911426
0.558,-0.0003520310855402442
0.559,0.11350016961126765
0.56,0.1830573271131879
0.561,-0.014852084525307348
0.562,0.019673732871223773
0.5630000000000001,-0.028210924581988213
0.5640000000000001,0.03535473397990772
0.5650000000000001,-0.17867732831055239
0.5660000000000001,-0.05439258699210342
0.5670000000000001,-0.07168838490331356
0.5680000000000001,0.21542741656738434
0.5690000000000001,0.06908744245689263
0.5700000000000001,-0.0072615004032357214
0.5710000000000001,0.08429158396876191
0.5720000000000001,0.05413953926754722
0.5730000000000001,-0.13563951263708202
0.5740000000000001,-0.17249024448944855
0.5750000000000001,0.09764348382352427
0.5760000000000001,0.15148809940084845
0.577,0.08367356956681188
0.578,-0.014042879494034839
0.579,-0.00806401957143507
0.58,-0.07362160812863194
0.581,-0.08789763784159071
0.582,-0.10508939680416034
0.583,-0.14265631197872103
0.584,0.06154804231176096
0.585,0.15015808658481797
0.586,0.033447735236563844
0.587,-0.009234153596545383
0.588,-0.027197370644771013
0.589,-0.045050449401197054
0.59,-0.2062947378456788
0.591,-0.06640389857911716
0.592,0.10276736723773439
0.593,0.1043817383842856
0.594,0.05223957046115697
0.595,0.05139295065777749
0.596,0.003604060910689632
0.597,0.016720548504186354
0.598,-0.07123167862785681
0.599,-0.15480235412470472
0.6,0.11424493651554242
0.601,0.11327376362932287
0.602,0.18019165692153555
0.603,-0.03400453325856979
0.604,-0.04451458864626494
0.605,-0.12599466837790407
0.606,-0.07084783866049897
0.607,-0.20191204393940346
0.608,-0.0255599223121816
0.609,0.1133223450246888
0.61,0.1146320698949709
0.611,-0.04199694790440882
0.612,0.038432569403118545
0.613,-0.016760343578671393
0.614,0.0553377392979865
0.615,-0.1350780110324132
0.616,-0.13916232685682361
0.617,-0.008710885076063754
0.618,0.08867786452077349
0.619,0.03910404323522955
0.62,0.02989405401994842
0.621,0.0803596623951945
0.622,-0.03123944103655458
0.623,-0.0671538937476933
0.624,-0.1788277886013564
0.625,0.025484943933323435
0.626,0.25556432497716536
0.627,0.11143190378295695
0.628,0.021574717949419217
0.629,-0.12038730697593718
0.63,0.060185037720198786
0.631,-0.03288064086817108
0.632,-0.13763811927370023
0.633,-0.1771983917869034
0.634,0.10690702077444295
0.635,0.13532278755522617
0.636,0.02175100507843427
0.637,-0.04903361191232818
0.638,-0.021964630621637928
0.639,-0.07228622892133954
0.64,-0.09286888065161529
0.641,-0.16250576427638092
0.642,0.003463613632444233
0.643,0.15659646872082536
0.644,0.009465063633378984
0.645,-0.028102899292607793
0.646,-0.010363743181714654
0.647,0.014813053373262811
0.648,-0.1170950521138801
0.649,-0.12210635267228052
0.65,-0.015109517571388039
0.651,0.15838959732352892
0.652,0.14835534270582865
0.653,-0.0011544724834063852
0.654,0.07366137419158751
0.655,0.07874494424695222
0.656,-0.05730734824762701
0.657,-0.16219911972238482
0.658,-0.06259702639001356
0.659,0.05457574672239534
0.66,0.13103982857679236
0.661,0.04825012112823697
0.662,-0.04283497580606126
0.663,0.05138439708769512
0.664,0.08508244760822131
0.665,-0.12231697690874999
0.666,-0.08497807813445213
0.667,0.017905008288737145
0.668,0.1622818112444043
0.669,0.018665658402753
0.67,-0.024666768377992015
0.671,-0.017204531367125395
0.672,-0.06841339246838354
0.673,-0.06268426994476572
0.674,-0.13189532055481734
0.675,0.07092265339886605
0.676,0.043528625218679326
0.677,0.10248728589695921
0.678,0.023092465685935863
0.679,-0.01776171133345155
0.68,0.04512880645646963
0.681,0.05200348509680165
0.682,-0.21478388900726214
0.683,0.01675416445133085
0.684,0.1659942542326811
0.685,0.09848747324933699
0.686,0.11158054945562863
0.687,-0.08126722129719095
0.6880000000000001,0.08460117796521041
0.6890000000000001,-0.08329496745896471
0.6900000000000001,-0.17618301647523338
0.6910000000000001,-0.015864844126972533
0.6920000000000001,0.0846044426683091
0.6930000000000001,0.11719428111693206
0.6940000000000001,0.1124386316204584
0.6950000000000001,-0.1007872699654951
0.6960000000000001,0.01960320678719559
0.6970000000000001,0.05962422217649351
0.6980000000000001,-0.11062078290663277
0.6990000000000001,-0.23368371458254278
0.7000000000000001,0.006786448330277788
0.7010000000000001,0.17507117092951127
0.7020000000000001,0.14600182419713703
0.7030000000000001,-0.04071895693260249
0.704,-0.0052221055715121565
0.705,0.009138734799349572
0.706,-0.016200422949017107
0.707,-0.16063360180571834
0.708,-0.14651760369334604
0.709,0.23511050893182445
0.71,0.09599184914075018
0.711,-0.0267091179377294
0.712,0.00376012306692047
0.713,0.04360516550742741
0.714,-0.07067806448035774
0.715,-0.19154438864332904
0.716,-0.12439771823163816
0.717,-0.01240562328201271
0.718,0.13116004049088986
0.719,0.0712327226965535
0.72,0.007818772487820601
0.721,0.036477900259721655
0.722,-0.12900959066016335
0.723,-0.10312325219499877
0.724,-0.1905128879930229
0.725,-0.021378900835763184
0.726,0.03171993186768203
0.727,0.1175377863296409
0.728,0.014659375955478213
0.729,0.052026451590323555
0.73,-0.01688745495165185
0.731,-0.0884199013795222
0.732,-0.2505410109565583
0.733,-0.1427056112548862
0.734,0.03830259710374749
0.735,0.15421721211941858
0.736,0.1199168932611781
0.737,-0.09973288462027066
0.738,0.009079586033395693
0.739,-0.21514592076657327
0.74,-0.06721889347502182
0.741,-0.12198556895323495
0.742,0.08575098757620098
0.743,0.2215927626638664
0.744,0.058250447669015194
0.745,0.029073978980184108
0.746,-0.0026582858008297287
0.747,-0.05793245710709392
0.748,-0.06420853221081832
0.749,-0.14375836651743665
0.75,-0.01952029835192259
0.751,0.08546454271623934
0.752,0.05353725026404522
0.753,-0.013504790554638846
0.754,0.049127111005356716
0.755,0.04060212322737611
0.756,-0.01170662998216835
0.757,-0.18950704448378802
0.758,-0.004707572880628619
0.759,0.07891789196944962
0.76,0.07975085824691691
0.761,0.014560311736944406
0.762,-0.06405062476892426
0.763,0.04560683139293058
0.764,0.0037592381476376363
0.765,-0.21282805472990957
0.766,-0.054668917816484995
0.767,0.03791399042109425
0.768,0.09395188703448
0.769,-0.00424180556186024
0.77,-0.114518776916546
0.771,-0.04102811337613954
0.772,-0.09397486455663684
0.773,-0.0792094676313717
0.774,-0.14558150762183522
0.775,-0.049177770048598364
0.776,0.1404913563401919
0.777,0.08859599319811248
0.778,0.011136373756044702
0.779,-0.05842713226495129
0.78,0.0057186706907884095
0.781,-8.659437909297463e-05
0.782,-0.11078338444275507
0.783,-0.05465441423210672
0.784,0.14251142348059775
0.785,0.16694088972257626
0.786,0.1275557807979611
0.787,-0.055380835594419496
0.788,0.017468358750625742
0.789,0.03900466655678709
0.79,-0.1919678779511967
0.791,-0.10414194452322759
0.792,-0.038612992046266836
0.793,0.20201783694038228
0.794,0.13856512442925983
0.795,-0.025081923042730058
0.796,0.00884160092218563
0.797,-0.025337274093852637
0.798,-0.0975187724450512
0.799,-0.11167911528731833
0.8,0.054037901380968874
0.801,0.22109589753419426
0.802,0.04720480019811775
0.803,-0.00561012241013152
0.804,-0.05139903670851075
0.805,0.03461251928776429
0.806,-0.06123619658254112
0.807,-0.13360571956170922
0.808,-0.07573595683925795
0.809,0.005246692386850424
0.81,0.12039513993029842
0.811,-0.018115879748622166
0.812,-0.007509293044309745
0.8130000000000001,-0.065157774153114
0.8140000000000001,0.031226976565757097
0.8150000000000001,-0.07119952666428706
0.8160000000000001,-0.06326517354462984
0.8170000000000001,0.06712022487206537
0.8180000000000001,0.0520378324899759
0.8190000000000001,0.12149590276769306
0.8200000000000001,0.055996986343592514
0.8210000000000001,0.04480950128448023
0.8220000000000001,-0.0010323530367426126
0.8230000000000001,-0.13165251065612316
0.8240000000000001,-0.18978628830071068
0.8250000000000001,-0.010692488423321114
0.8260000000000001,0.1504701001354634
0.8270000000000001,0.1142803573678351
0.8280000000000001,-0.03423789833885063
0.8290000000000001,0.02381165901619768
0.8300000000000001,0.03719797413696824
0.8310000000000001,-0.14749865178963006
0.8320000000000001,-0.1415517376394648
0.833,-0.14536568557949597
0.834,0.09221513101290114
0.835,0.12780252315186258
0.836,0.06294496707304549
0.837,-0.027993554923153686
0.838,-0.003020282873283993
0.839,-0.0025186455843935127
0.84,-0.15345259866002006
0.841,-0.09950893617582668
0.842,0.0705623695366287
0.843,0.2359515245649539
0.844,0.08893327953435319
0.845,-0.12303737003157689
0.846,0.08037804917257178
0.847,0.04611653618165033
0.848,-0.09032555358102924
0.849,-0.13756153732138113
0.85,0.05638598437942827
0.851,0.03052984067566225
0.852,0.09703331281288533
0.853,0.02692987430819975
0.854,-0.023011230291472447
0.855,0.0579157276053036
0.856,-0.022573081047797962
0.857,-0.14527851178046602
0.858,-0.13705165437459527
0.859,0.027977493397876876
0.86,0.138777057464136
0.861,0.06482555539493756
0.862,-0.029270950087026765
0.863,-0.0796135935455832
0.864,0.04646223023707829
0.865,-0.1652991361572616
0.866,-0.17968194367368573
0.867,0.09777508147801303
0.868,0.15510333173491836
0.869,0.08630604043472903
0.87,-0.03903936025489604
0.871,-0.06912634791929519
0.872,0.03579865729900826
0.873,-0.16388361948516503
0.874,-0.19520833853374314
0.875,-0.004831443930427701
0.876,0.16938237641248183
0.877,0.15454688107230358
0.878,0.04191116489665461
0.879,0.06688455885695697
0.88,0.028138365453479516
0.881,-0.08110204072781597
0.882,-0.0985704278280633
0.883,-0.07848747203733404
0.884,0.15197749750520917
0.885,0.11419155829898632
0.886,0.07038265872239549
0.887,-0.01770610190414451
0.888,-0.019456660332724925
0.889,-0.04012402799291045
0.89,-0.11841986739111476
0.891,-0.09975178070818407
0.892,0.04380785830901074
0.893,0.2261835547030912
0.894,0.0923333653993792
0.895,0.021193174616947065
0.896,0.004643556691586774
0.897,-0.06408405096581972
0.898,-0.10832309017473889
0.899,-0.158062355573661
0.9,0.03692278737917011
0.901,0.22281468399199522
0.902,0.011610289432376353
0.903,0.054836046083586706
0.904,0.12118714621809282
0.905,-0.015875564969745945
0.906,-0.02259255314725185
0.907,-0.16127243569679342
0.908,-0.044985810432630134
0.909,0.05285499543885484
0.91,0.13358992313467608
0.911,0.1459264676234267
0.912,-0.01027231388089484
0.913,-0.003218677909307896
0.914,0.009976990725676198
0.915,-0.11353519222619367
0.916,-0.08425565673333307
0.917,0.12027353528926697
0.918,0.12824147383200957
0.919,0.14865143566968916
0.92,-0.0872861036995721
0.921,-0.045788952970210184
0.922,0.01005850857686645
0.923,-0.10234472755634584
0.924,-0.08828657908856584
0.925,0.017718745244072288
0.926,0.14835182372600642
0.927,0.07669481728540699
0.928,-0.013886198212386514
0.929,-0.06372727871867152
0.93,0.03641829834776099
0.931,-0.06806513267583711
0.932,-0.14532458855189315
0.933,-0.07722245976839164
0.934,0.13106733412193275
0.935,0.03403248288482211
0.936,0.01917868984235367
0.937,-0.012893445712991624
0.9380000000000001,0.02798492978335642
0.9390000000000001,-0.11501920069807688
0.9400000000000001,-0.13723520894522337
0.9410000000000001,-0.20599086113238124
0.9420000000000001,-0.009979984882630494
0.9430000000000001,0.2515209094340611
0.9440000000000001,-0.012730089999407723
0.9450000000000001,-0.07789648292114884
0.9460000000000001,-0.05247080459136451
0.9470000000000001,0.03331471485366856
0.9480000000000001,-0.16157391415441377
0.9490000000000001,-0.19342283504989305
0.9500000000000001,-0.061496764729583694
0.9510000000000001,0.07586263009994244
0.9520000000000001,0.21866550374517782
0.9530000000000001,0.05297840118824033
0.9540000000000001,0.029070950125601153
0.9550000000000001,-0.008510590401763416
0.9560000000000001,-0.0831176340220213
0.9570000000000001,-0.13051269775790034
0.9580000000000001,-0.0275136463071039
0.9590000000000001,0.07836832185110312
0.96,0.11581151244139587
0.961,-0.003250670172304064
0.962,-0.05150650475008781
0.963,0.006488226609393383
0.964,-0.14537134690141865
0.965,-0.13415480957905
0.966,-0.10010279233951941
0.967,0.18325017484258144
0.968,0.1531470916756946
0.969,0.029102364681961805
0.97,0.043402371979778975
0.971,0.014519041113355415
0.972,-0.009458376887552704
0.973,-0.1456041145566323
0.974,-0.23222533971288023
0.975,-0.0614042033700621
0.976,0.1679713191310968
0.977,0.13820574293952118
0.978,-0.03947965976653256
